PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;PC16;PC17
0.483646669;0.518960429;-0.416645534;0.017590632;-0.51040473;0.628347781;0.744388629;0.332874482;1.921825173;-0.201963356;0.541806358;0.514698606;0.295509923;-1.4247625;0.039591955;-0.612426275;-0.128962138
-0.428301814;-0.843701209;0.356313291;0.471650867;-0.371362084;-0.532811317;0.772484944;0.656283098;-0.145231801;-0.521810242;0.348683893;-0.547461417;0.125344313;-0.499961585;-0.651817843;0.172990539;0.135295945
2.099494993;-0.029007682;-1.679527105;0.814709939;-0.430038739;-0.830650652;-0.110325824;0.01289047;0.0631272;-0.871952854;-1.081449253;-0.191161389;0.541335507;-0.501193802;0.353788532;-0.992600326;0.177881986
-0.549463266;-1.054052655;0.727095983;0.114737429;-0.687875739;-0.312359245;-0.131984813;-0.271506417;-0.666963182;-0.848512551;0.371457811;0.42498732;-0.051956886;0.124552084;-0.436927912;-1.005674731;0.178482388
-5.769611936;0.143473497;0.5057958;0.543629538;-0.148908368;0.456869137;0.11561814;0.591553716;0.234580591;-0.379830264;0.965770665;0.82182064;-0.818318981;0.195782909;0.004598328;0.858080885;0.042089624
2.813605436;0.949940277;0.34189295;-0.135637699;0.040668679;0.464866548;0.575970597;-0.100375933;-0.606937931;-0.112146962;0.765787407;0.780677735;0.07387226;-1.206970353;-1.097745215;0.835740166;-0.1686673
-2.987169265;0.084117022;-1.066976101;-0.831430125;-0.870507469;0.244646771;0.132823198;0.014078196;-0.138059427;0.512677715;-0.585450095;0.76900804;-0.474924198;-0.015695628;0.135081462;0.349174996;-0.057964188
1.313041152;0.757085359;-0.54946043;-0.197519225;-0.676116376;-1.131259272;-0.052251395;-0.922764512;0.164505217;0.156487929;0.812401312;-0.536215633;-0.232649976;0.393655445;0.488561161;-0.046898614;0.004331724
5.078328472;0.207827565;-0.6031579;0.483794755;-0.274015138;1.776399706;-0.760925772;0.195901756;0.230290635;0.389773915;-0.049614935;-0.57551103;-0.206597085;0.041354298;-0.124454501;-0.007013358;-0.059625606
-4.073059922;-0.016151278;-0.60570636;0.60397882;-0.45246436;-0.385794545;-0.294053686;-1.021425318;0.631133642;0.191983281;-0.401669887;0.626861526;-0.320529965;-0.189636137;0.305363519;0.295807845;0.235766768
-5.01350666;0.809820194;0.861663819;0.864611074;0.116779702;-0.670758311;1.379501018;0.521474991;-0.147107893;0.490790399;-0.463748644;-0.442147767;0.413149348;0.247944739;-0.694446436;0.843609963;0.143765066
-0.563866298;0.314082944;-0.097332958;-0.338384046;0.061169798;-0.577285967;-0.245091049;-0.167835867;0.011053217;1.684810009;-0.073995542;-0.255585207;0.336449644;0.14387234;0.168960401;0.220756861;-0.221763263
-2.144334682;-0.340834905;0.409402713;0.096257505;0.032484275;-0.016716993;0.511830992;-0.084130748;-0.413895619;0.173730383;0.009252357;0.401503754;-0.723776691;0.809674153;-0.330444353;0.145783827;-0.034768843
0.808661627;0.399504867;0.367102342;-0.032539838;-0.641222572;-0.071913669;-0.415045339;0.22818258;0.438395368;-0.171929106;-1.324380097;-0.564548974;0.710213223;0.205111823;-0.206195911;0.042510054;-0.227225631
-3.118513831;0.84712274;-0.750289398;-0.031266189;0.084692584;-0.893181224;0.437850428;0.099069627;0.267944976;0.107525321;-0.399453942;0.183607951;-0.028682761;0.336624396;-0.392282716;0.323621776;0.043795511
-1.708540423;-0.904754944;-0.44469303;-0.071457968;0.564266038;0.524228436;0.344606505;1.040672533;0.507562773;0.129096216;-0.061420885;-0.097059984;0.426538814;0.017825885;-1.076436644;-1.130343804;-0.06911313
0.874278977;0.497226647;-0.414244513;-0.437533704;0.765643419;0.391754586;0.663826496;-0.685132825;-0.384445295;-0.293582602;0.169408974;0.05489608;0.124139234;0.149102543;0.667512945;0.377038772;-0.174638235
-4.080761664;0.096877457;1.295289729;0.925765778;-0.07644567;-0.349816122;-0.631242429;0.758017685;-0.542219931;-0.44087131;1.118358105;0.390957456;-0.079835136;0.161492645;-0.528980397;0.278892317;0.128691703
2.648990463;0.3533084;0.453805671;-0.122891534;0.871094921;-0.245125792;0.027006381;-0.794631284;-0.614275156;0.206062091;0.576645873;0.953774076;0.63641722;0.326301659;-0.60300261;-0.023543529;-0.111929767
2.183101144;-0.242209257;-0.804233802;-0.543819332;-0.771245838;-1.151179144;0.083273624;0.527834267;-0.155753209;-0.123350963;0.295492869;1.031486731;-0.272635714;-0.44565825;0.059459257;-0.544828666;-0.077177037
1.452103059;-0.279804335;0.093210697;-0.350509757;0.183257667;0.145931945;0.171811669;0.964588221;-1.239417628;0.180811678;-0.128877216;0.555483838;0.207777317;1.24577783;0.217278153;-0.187153363;0.02831059
0.658221013;0.197702485;0.205962188;0.244826864;0.194840995;1.29532477;0.529249366;-1.072510158;-0.897039047;0.606152352;0.191984986;-0.295673434;-0.154671767;1.229764498;-0.165033415;-1.098269479;-0.115067812
2.957410966;0.90307388;0.127529555;0.441361301;0.905541497;0.93958022;0.890588795;1.227865161;-0.79818561;0.085137025;0.412221111;0.171003174;-0.175233975;0.104643945;0.533753381;0.286380687;-0.115854821
3.811278691;0.167333098;-0.518984714;0.768332879;0.093793544;0.905444541;-0.30913101;0.447467739;-1.115796368;-0.383431754;-0.416939471;0.568570805;-0.197514465;1.383250313;-0.900659792;0.437239219;0.090326702
-1.23968101;-0.366733584;1.054997069;-0.825785342;0.599104261;0.14466365;-0.362988794;0.902058261;0.322523983;0.048449107;0.635368362;0.671890115;-0.499250986;-0.632361294;0.085492926;-0.918240864;0.294869797
-1.399531284;0.948533368;0.329831585;0.671455916;-0.009222802;-0.391901565;0.327240582;-0.472701445;-1.573271111;0.266353544;-0.030122289;-0.0436163;0.269239239;-0.451957963;0.084057282;0.234959682;-0.073534406
-4.008653444;1.173148507;0.441119592;-0.204611454;0.264736564;0.135592837;-0.854267481;-0.1266821;0.155852722;0.931194046;0.230718063;0.026499121;0.081455501;-1.008570409;-0.469116658;-0.298288087;0.087074734
1.347142437;1.311155617;0.584778854;0.032787873;0.352000662;0.023803993;0.126119647;1.12364189;0.258977839;-0.000638642;-0.229557696;-0.01415887;-0.059971697;-1.190526588;1.287329781;0.061181544;-0.057266966
-0.007872402;0.278896921;-0.098725543;0.479776477;-0.196684847;-0.260074989;-0.384370766;-0.506425508;1.692740223;-0.02541636;-0.092082871;1.490236844;0.582870706;-0.544079459;0.467147442;-0.008095219;0.148458613
-2.797842837;1.348676461;1.255883399;-0.028880925;-0.827826701;-0.956448785;-0.814823438;-0.277088677;-0.909037824;0.039128704;-0.346815631;1.096314339;-0.201577733;-0.186338824;-0.077629728;-0.367733003;-0.283045955
3.533438059;0.383235927;0.291850126;-0.009481962;0.480975059;-1.000005509;0.352573032;-0.362035782;0.079857898;0.227787914;0.309757019;-0.487222218;0.367837802;0.721794418;0.161871084;-0.111743656;-0.147464948
-0.752678877;0.682321058;-0.580819126;-0.016066213;0.761777121;-0.828209045;-0.787234158;-0.478403678;0.155557762;0.20417219;0.137592107;-0.040462335;0.667603688;1.419331311;0.006843818;-0.004615173;0.12918635
4.080891087;-0.651625818;-1.188508107;0.17117968;-0.259936882;-1.591814516;-0.850217639;-0.857769886;0.40012902;-0.199470822;0.29290183;-1.525064783;-0.077777611;0.352823109;-0.315562461;-0.453419122;-0.132711708
4.543939205;0.21060268;0.677326617;0.61206098;-0.19957618;0.190521521;-0.301518;-0.595298292;-0.960966166;0.074687964;0.376843599;-0.055024521;-0.203416522;0.834797964;0.206017983;-0.182617538;-0.214601042
0.656753073;-0.423212239;-1.425340955;-0.21311681;0.832162807;0.530526091;0.027492386;0.119441778;-1.243458126;1.119663966;-0.319421667;0.788284933;-0.22123695;1.026716857;0.877570334;-0.375274515;-0.136479348
-4.462128706;0.65170388;-0.772139602;0.33421619;-0.259675401;-1.160088158;0.449946011;0.018489097;-0.203348282;1.132616649;0.606587973;-0.79121554;0.000342607;0.943172901;-0.64494569;0.651914986;0.020126362
-3.124453817;-0.761257072;-0.121781788;0.68478341;-0.674687641;-0.132841503;0.636255617;0.226661985;0.369943935;-0.133730536;-0.88133547;-0.060765374;0.534997966;-0.666953059;-0.862533967;0.258180337;-0.33807974
-3.609607556;-1.029211197;0.176517804;-0.58343419;-0.72988504;0.183706285;-0.939517501;-0.543084934;-0.841873664;0.863733841;-0.124895358;-0.707134608;-0.239440571;0.006467765;1.717190911;-0.422256035;0.106015263
0.505234919;-0.108688991;0.253114127;-0.491861743;-0.622928432;0.796436019;-0.562609922;0.874910267;-0.170427114;-0.726775823;-0.218857084;-0.509793537;-0.025203425;0.066953688;0.095261498;0.58055495;-0.138039807
-2.907267403;1.570158609;0.489487249;-0.23664221;0.410264839;-0.105667401;-0.810276444;0.537601933;0.165350587;-0.314629191;-0.244972409;-0.828769893;-0.502172087;0.216692371;-0.007734607;-0.439098889;0.04153204
2.061923615;0.501119454;-1.428097574;-0.622339575;-0.109632842;0.063183161;0.65526238;-0.729682886;1.313678089;-0.27865335;0.217613039;-0.28585894;0.474815597;-0.031806724;-1.212765226;-0.549945367;-0.450391867
-3.10184908;-0.010312383;-1.51204289;0.037905707;0.648498182;0.653116463;0.133111536;-0.215719208;-0.060484071;0.271482647;-0.423954339;0.060383155;0.555785149;0.148203375;-0.634412454;-0.469455903;-0.253790219
3.114948675;-0.72279943;0.275100008;1.077723056;-0.158299443;0.413121777;1.454493512;-0.537893684;-0.332582888;0.272687566;0.022967306;-0.839924827;0.7300577;0.637536864;-0.485144007;-0.001869034;-0.025254719
-0.745259761;-0.7825588;0.863513169;-0.159604376;-0.007325012;1.09296677;-0.133817858;-1.374377216;0.263584522;0.47056449;0.893722993;-0.332620905;0.000178375;0.366927622;-0.169036651;0.084292077;-0.075367692
-5.916105078;1.778523091;-0.205182037;0.50840402;-0.019871703;-0.377718206;0.129753588;-0.112760408;-0.24361683;-0.379124962;-0.522279334;1.552296178;-0.603021021;-0.639571502;-0.57877406;0.010639771;-0.133715994
4.533474884;-0.531412644;0.411979489;0.708766461;0.280902708;-0.40987474;0.218280073;0.604140437;0.156931145;-1.314109153;-0.699560032;-0.221589144;0.660491886;0.195973729;0.537052568;0.104121059;-0.095073043
-0.178272773;-0.781424658;0.650282901;-1.313525214;-0.693222983;0.791274001;-0.935802937;-0.216169353;0.199842101;0.060958029;0.376087406;-0.416024089;0.039002836;0.397608838;-0.02254875;0.604209676;0.002109204
-1.78375965;0.284566215;0.032687969;0.338514509;0.127706488;0.065347009;-1.183859365;0.556571927;-0.341897416;0.801095057;0.046326277;0.202030942;-0.237144169;0.830866535;1.345103576;0.606014262;0.005352639
1.489743049;0.860723115;0.11705139;0.71621099;0.637812872;0.099482571;0.064263333;-1.496538925;0.034301088;-0.790075534;0.79554902;0.621677274;-0.665008046;-0.305146388;0.072171639;-0.012797827;-0.089657832
0.056070738;0.249208583;0.540523213;1.622079973;0.258566823;-0.53107343;0.556375944;-0.10074263;-0.106973119;1.180441431;1.285376144;-0.2030102;0.821625649;0.057138582;-0.804062214;0.116472957;0.041668935
5.141595367;1.417751673;0.016250445;-0.955299291;0.966061954;0.193561283;-0.623210195;0.733249761;0.025696515;-0.52418135;0.629885847;0.568920032;-0.261994597;0.308099162;0.107016164;0.605074506;0.212787849
-1.173570122;0.024314769;-0.169334217;0.435705483;-0.150610363;-0.114608461;0.799235213;-0.766181892;0.425449346;-0.12984455;-0.460306171;0.361990692;0.216030675;0.44460735;0.030215953;0.819231872;0.035358577
-0.403764541;-0.223722901;1.011435239;-0.457792386;0.074690444;0.519429991;0.222989352;-0.105240341;-0.218946787;0.456705901;-0.036707446;0.366482611;-0.611654009;0.348864341;0.332755621;-0.151506827;-0.117715825
-5.906061;0.052373103;-1.612843037;-0.630028133;0.013345604;-0.122994983;-0.457251116;-0.784843956;-0.058601238;-0.372286193;0.458527484;0.666948268;0.32095327;0.531764836;0.71705785;0.032934803;0.301327966
-1.72799416;0.3027378;0.500420998;-0.729071445;-0.280396811;-0.307613031;0.96814064;0.174976063;0.306002308;0.324787873;0.733684955;-0.275069886;-1.421234484;-0.076275666;0.173106157;0.417454602;0.1829392
-5.840951579;-0.128718981;-0.814493559;-1.207300038;-1.403114134;0.380991775;-0.437508646;0.06123713;0.50035783;-0.196569692;0.138016319;-0.88469271;0.013950289;-0.376698735;0.395622384;-1.057780217;-0.013962799
3.905314181;-0.000321366;-0.527491868;0.522680709;-0.242469777;-0.087565981;-0.472546965;0.114421442;0.67622973;0.62945016;-0.381398607;0.448902326;0.093473344;-0.022406907;-0.02173977;-0.116391096;0.064266711
-0.284562492;-0.727886066;-0.210763756;0.288645325;-0.403172837;0.235776862;0.452180501;0.521085767;0.451927755;-0.095584124;-1.563825492;1.243773989;0.840024616;-1.221770455;-0.901394726;-0.06890599;-0.163794548
-5.39905892;0.092416104;-0.729574627;-0.194493349;-0.72203835;-1.783016299;0.366190427;-0.263211579;0.773463519;0.416912801;0.646157991;-0.211383496;0.568238091;-0.558462579;0.24253026;0.970257416;0.105386292
2.38105878;-0.84513333;-1.126139507;-0.280940279;0.182480863;-0.399485747;0.155149235;0.597034053;0.591873341;0.151883987;0.400948418;0.909392015;0.327173294;-0.178347252;-0.29522054;0.254122874;0.139177666
-0.398651764;0.830169513;-0.121274421;0.712092276;-0.293217997;0.478026657;1.120871705;0.433413683;0.123754624;0.913980359;-0.657573419;-0.597845656;-1.002718899;0.397519614;-0.792865073;-0.47861086;0.104285319
-2.103244338;-0.106603719;-0.491159402;1.196825128;0.455402943;-0.186880455;0.305737705;0.095144682;-1.009641933;-0.16814831;-0.243190502;0.556614334;-1.221771763;0.496649701;-0.288184611;-0.029134057;0.296683571
0.374378798;-0.784471732;-1.404824301;0.291960649;-0.699336339;0.085126492;-0.224869506;-0.017518987;-0.171685908;0.597786337;0.020549926;0.419306189;-0.231364914;0.774012421;-0.300131814;-0.828295828;-0.132363722
-2.157180315;0.716494455;0.46031448;-0.592207007;0.20781565;-0.885234116;-0.031388473;0.086384534;-0.283951716;-0.931764891;0.547644219;1.082927961;-0.297335598;0.947919321;0.458306095;0.823031992;-0.233615738
1.492809202;-0.149832521;0.228849839;0.973138496;0.277463512;-0.634230343;0.174312161;0.579210746;-0.126281196;-0.637110347;-0.346346593;-1.171744868;-0.333496023;-0.044861304;-0.045346885;0.223520474;-0.155786762
-1.662286964;-0.40902622;0.023444779;0.360794875;-0.961697504;-0.411462112;0.24908087;0.297366859;0.746356421;-0.00103822;-0.497982319;-0.323904538;0.741661767;0.51935156;0.657425589;0.096470826;-0.033644661
-2.249769117;0.454199411;1.147287112;-0.620692161;0.159633491;-0.456008531;0.016853468;-0.335364292;-0.271021766;0.194998349;-0.20170637;0.290505753;0.668544955;0.773108273;-0.418979561;0.064860783;-0.227215718
-1.349320516;-0.253160885;0.828534761;-0.081367989;-0.224434635;-0.106139087;0.116093311;0.432244517;-0.009435074;1.112979883;0.059596518;-0.005866341;0.161178524;-0.13568524;0.630774465;0.176477133;0.264166895
1.15513492;-0.195928029;0.024559424;-0.097790689;1.353500152;1.101803593;0.605668339;-0.787070477;-0.822321018;-0.364592849;0.312431009;0.181772351;0.79090886;-0.069568095;-0.081501645;-0.210409649;0.030627483
0.015804932;0.056726027;-1.659002526;-0.945934123;-0.8275886;0.380014418;-0.13076004;-0.062353726;0.156341377;-0.493420747;1.074910877;0.127974112;-0.018723828;-0.50150013;0.111646247;0.166269083;0.036163459
-0.169498266;0.343679389;0.431292386;-0.400980812;-0.65666975;-0.847371401;0.05191699;-0.366580687;0.489430281;0.604332935;-0.212614587;-1.135086586;0.314117599;0.349858365;-0.774741637;0.479094252;0.320073784
1.905504637;0.575970855;0.492881494;1.262887729;0.128789121;0.158760349;0.297244838;-0.923482506;-0.59780529;0.2503508;0.369776543;-0.271250294;0.013665329;0.055024985;-0.823202964;0.14317981;0.087133042
-3.222726918;-0.170935734;-0.528878659;-0.033283572;1.489434602;-1.078848068;-0.12257489;-0.926533471;0.067528402;-1.062115781;-0.328469847;0.29542074;-0.126368184;-0.001309597;-0.234380947;1.029030226;0.044080457
2.981254219;-0.752441909;-1.958076397;-1.020823396;-0.399170798;-0.262913653;-0.678408878;-0.197714818;-0.955152632;0.34249313;0.04370012;0.413968007;-0.410671861;0.104662312;0.340027582;-0.21019249;-0.208175052
3.630836593;0.855406323;-0.012588674;-0.031794947;-0.535721036;-1.581843005;0.496922612;-0.73530994;-0.191689353;0.229360456;-1.318080961;-0.913868898;-0.353992215;-0.036500023;0.684110722;0.752536536;0.163059814
0.637403448;-1.79026186;-0.212856173;-0.136897457;0.590590677;-0.687000841;-0.250541223;0.622034098;-0.113034074;0.435270228;-0.69922085;-0.114128556;0.33215099;0.495584426;-0.810279983;0.129475004;-0.083696253
-1.106708907;-1.673762212;0.149350304;0.372726134;0.047493479;-1.426396197;-0.030510179;1.008997972;0.614868698;0.501394742;0.532037717;0.048421643;-0.348165813;-0.68080091;0.194901577;-0.022408614;-0.218299166
-2.997869951;0.372625993;-1.033708207;0.214349765;0.671198867;-0.033121336;0.374514674;0.507080867;0.34156599;-0.199742028;-0.488283853;-0.449068793;0.882802409;0.471726488;-0.404132595;0.15523972;0.187273559
-0.41049654;0.343602573;-0.171855925;-1.481350523;0.014603859;0.480979814;0.645252815;-0.91643475;0.562640698;0.414047033;-0.45301394;-0.232380148;0.626697959;0.034728972;-0.507425196;-0.580657405;0.155243882
-2.353517253;0.061693163;0.050699958;-0.221815132;-0.051208623;1.304786086;0.213435532;0.225762462;0.372805112;-0.062762386;1.083400885;-0.208378533;-0.388802559;-0.703928305;0.148393055;-0.181904671;-0.024301302
-5.18352996;0.819828673;-0.313114747;0.593367148;-0.287401031;-0.286778944;0.342451359;0.195699549;-0.098536735;0.452327549;-0.717620301;0.113631675;-1.336850422;-0.215897381;-0.223361232;0.466682795;-0.18208706
4.533060168;0.266416894;0.34642659;-0.136172146;0.170530513;-0.173573178;-0.53956972;-0.028047054;0.793719726;0.968937621;-0.360671643;-0.771161194;0.426132906;-0.536094538;1.230108168;-0.179055813;-0.333385861
1.760899762;0.844677718;-0.196774082;-0.523792045;0.57890116;-0.578480864;0.045171588;-0.305173345;-0.451899697;-0.441752369;-0.676337773;-0.12255654;-0.318477772;-0.502326185;0.34986816;-0.294018814;-0.027480925
5.494742085;1.783444909;0.030297278;0.489330402;-0.137150509;-0.883633565;0.275420915;0.586292303;-0.253927512;-0.957124409;0.270753819;-0.414022669;0.085206638;0.711548919;-0.438984662;-0.428653947;-0.166736761
5.408028412;-0.278643181;0.154917478;0.621736343;0.569013436;0.256253545;0.5793786;-0.984790583;0.791068319;0.202696805;0.687504908;-0.589148066;-0.392244496;0.043209547;-0.655952825;0.962248958;0.135496897
-3.668327854;0.615744996;0.219396362;0.322562946;0.34718857;-0.761721056;0.369020458;0.280467541;0.350474575;0.681615321;-0.381079333;-0.181923098;0.658857942;-0.361980468;0.768075186;-0.289424713;0.113053003
0.928205539;-0.09417824;0.649534634;0.156147329;-0.232760706;0.372365231;0.577275244;0.567664149;-0.629342801;1.171362089;1.210044522;0.17154125;0.534016247;0.216972047;-0.439797857;0.632288981;0.111205735
-4.961035255;-1.075359847;-0.265499366;0.497353169;-0.183110102;-0.882669784;-0.510264871;-0.131991303;-0.340895283;0.078357013;0.154439373;-0.448530143;0.700582259;0.284553284;0.617827916;0.482162738;-0.034702659
0.864264348;-0.190345568;-0.662681796;1.187190614;-0.094123272;-0.330768405;-0.29599023;0.106196236;-0.497150998;-0.816780783;-0.387328933;0.579519998;-0.249924448;-0.518228489;0.488928217;0.611925323;-0.043477469
-1.000075297;0.576467907;-0.046239785;0.802561081;-0.25797938;-0.067716218;-1.605305802;-1.214456989;-0.434299192;-0.581718558;-0.614603085;0.317786752;0.161253048;-0.170749036;-1.119498813;0.486093065;0.023491152
-2.835163401;-0.919750974;-0.188433209;-0.191844;-1.294136206;-1.336107152;-0.355211218;0.774545316;0.896019318;0.444083723;0.137004103;0.527177781;0.363456375;-0.225242289;-0.503321333;-0.173009633;-0.161632573
3.106815652;0.19865877;0.8622301;0.182853428;-0.862054854;-0.624905012;-0.024088797;0.917602475;-0.244866635;-0.798855755;1.468359061;-0.920201477;0.043757216;-0.432023274;-0.550424566;0.293352044;0.291684129
5.912449831;0.480455288;-0.894375522;-0.926161604;-0.623842568;0.509555448;0.437264367;0.040454671;-0.655897356;0.981699431;0.123247428;-1.056985364;-0.125201743;-0.481656627;0.59035405;-0.33782733;0.126705811
-0.667851782;-0.503763418;1.09724669;-0.358850638;-0.486452903;0.397718056;-0.019607797;0.783231997;0.275341032;0.674205843;0.380436017;1.269939666;0.748581924;-0.284682378;0.744103585;1.751748771;0.222659515
-0.708395823;1.167796665;0.12120334;0.123515001;-0.670965307;-0.333405083;0.661546824;-0.313102801;-0.130412054;0.069606582;1.370224972;0.833876884;-1.860390577;-0.125114305;-0.108225639;-1.756507493;-0.194338262
4.871735533;-0.590244847;-0.193050975;-0.095511346;-0.825105673;-0.648991196;0.057832663;0.828412348;0.000803025;-0.647471352;-1.181673459;1.055272516;0.163814272;-0.132821671;0.652654425;-0.18330912;-0.077728945
-7.452506823;0.937435663;0.362873092;-0.052044151;-0.183326816;-1.594583868;-0.180105599;-0.291435335;0.606447628;0.089444565;0.559178602;0.821052121;-0.399176726;-0.53769749;0.144040587;-1.2843586;0.156928804
2.905981246;0.667109419;-0.430593847;0.186504093;0.076116088;0.028832115;0.239708272;-1.13481736;-1.143033433;-0.059367584;0.687575758;-0.493404626;0.633412926;-0.579981626;-0.328794428;0.5934912;0.267892407
-4.098841135;-0.971948899;-0.519421989;0.444760286;0.172048942;0.229339749;-0.302958951;-1.125240891;-0.150537508;0.794467006;0.134755697;0.203938011;-0.088719984;0.466716392;-0.557903191;0.278761911;-0.033040196
-2.905506275;-0.809874948;-0.516620891;0.113880109;0.254922144;-0.128689576;-0.694340328;-0.202197084;0.829628966;-0.137132931;0.298564217;-0.35711601;-0.310453189;-0.463666049;0.128000052;0.179001303;-0.069847985
