PC1;PC2;PC3;PC4;PC5;PC6
-4.195098118;-1.266826789;-0.249084795;1.392838329;-1.539805163;2.338453924
-0.907680686;1.217990098;-2.518621774;-0.073144919;1.712111175;0.516858686
0.456383692;0.971370655;-1.100640306;-1.285956426;1.001366772;-0.086846456
-5.21307553;0.462652754;0.607051762;2.26666665;-0.262559469;-3.280702069
-0.869019489;-0.210452041;2.665557053;-2.152638029;0.511053583;-0.504896365
-0.154721266;3.552792813;-1.614254432;-0.577898032;-1.077571279;-0.277821815
-4.546814315;2.504863873;1.651854771;0.190280077;0.02434681;1.672132578
-2.672935638;1.022835016;2.574990925;-2.516822314;-0.389705031;-0.122772026
0.355005056;2.440182445;1.622160058;-2.949133974;-0.012753026;-0.792533363
-1.239209071;-0.319473245;-2.436429708;1.403397194;0.53743753;-2.119688545
0.778869821;-2.639004032;0.44132512;-0.396225499;0.629509178;1.238181598
2.468530716;1.453825678;1.237155978;-2.021113179;0.672364939;-0.207989192
0.055143443;2.645664137;-1.796728393;-0.04555759;-2.094729125;0.387165073
-0.130581855;0.96973409;0.956793863;0.595523228;0.420332562;-0.04746524
0.279350224;-1.676067115;-0.68030506;-1.384692567;-0.325620711;0.791940012
-0.097400432;1.315056049;-1.363012354;-1.181534545;-0.564838322;1.010238553
-1.321350747;-1.439069063;-1.220593139;0.683367688;-2.437733842;0.523551346
1.035943827;-0.913958333;0.593397203;-1.505930046;0.053068846;0.335904607
5.238544641;0.953339202;1.396158493;-1.325893968;0.162395776;-0.176989117
-0.655531644;-0.466275448;-1.637839905;1.952363292;-0.705086888;-1.939192878
0.810803595;-0.452240025;1.090010881;-1.0585301;1.914985097;1.309847401
0.043703076;0.667214233;-0.843736413;0.553183558;1.314889379;-0.544765135
0.031185471;0.99470991;1.509981223;-1.512412925;0.471203;-1.76694203
1.394024967;1.21413526;3.10922076;0.806111268;3.061052794;0.920860343
2.7470625;0.45690808;-0.581399961;-0.406622895;0.893362727;-0.045325904
-3.063019918;-1.878667853;-0.658930533;1.760110085;1.52049079;0.206421574
1.067983859;-0.899526871;2.216709694;-0.527899726;0.249145947;0.757001738
-2.340845432;0.994361271;0.05685942;1.068251231;2.192062242;-0.283450715
2.018155202;-1.465581352;1.493822554;-0.689271341;-1.193192982;-1.756904466
-1.180342353;-0.201217126;-1.705154451;-0.966575182;0.550614179;-0.257425463
2.468584679;-1.638660345;-3.018448674;-1.716775791;-0.495088104;-0.452167564
3.414069284;0.218110696;0.470540684;-1.679073687;0.11578984;-1.126428075
0.055300056;2.260860826;1.718725269;2.678991571;0.279982542;-0.999389499
-1.34373488;2.465468491;-0.594393597;-3.19625336;-0.073134516;0.612530819
0.039290644;-2.312120906;0.098579568;-0.719534159;-0.352628386;-3.837563342
2.348232588;-0.674753155;-2.076030783;0.674621003;1.08376535;-0.219805714
-0.778028121;-0.696161007;1.810107088;2.247941259;-1.415224232;-1.452764296
2.014079063;1.612424858;-2.311387379;3.521374086;0.427080032;1.247269129
-0.490510068;2.465545459;-2.200690423;0.401575217;1.323494096;0.95376612
-0.117520615;-2.697531702;-1.341615309;3.319557777;-0.319469843;0.709772867
-1.44604384;-0.183392482;-0.676570824;-0.772228574;2.218767426;-0.128971958
0.210311462;2.642937778;-0.578895605;0.691752896;3.267559046;2.534259258
0.694775352;1.012128543;-2.224341166;-0.788491377;-2.517188416;2.581637757
-2.452956507;0.196841668;0.408265087;0.167978339;1.480362015;-0.543643938
2.154046271;1.283958124;0.386699515;-3.47184911;-3.295700051;-0.858156793
-2.067395069;-0.931776105;-1.467561113;0.399861464;1.021418206;-1.214040661
-1.018792435;0.350031999;-0.315962636;2.763439016;0.898185713;0.994262469
-1.606314667;-1.741323045;3.6607212;-0.53936832;1.842165711;0.991207127
1.489232231;-1.955780461;-0.571985207;-1.777853814;0.492716608;0.997474326
-0.725205459;-0.777400218;1.649010006;-0.517919546;1.3089668;-0.36596324
-0.323905548;-0.60088512;-0.028115056;0.652394888;1.460836068;1.832406558
-0.698498584;1.23032815;-3.117148508;-1.98673136;0.293730121;2.246515074
-2.551676728;1.117229714;1.168243509;-0.301009737;0.914266807;0.916984787
4.380823309;-0.534707363;-0.465653162;3.812465837;1.882797468;-0.282076742
2.912873173;1.122058041;-0.211480154;-0.99500041;0.029627272;1.003024265
2.629689472;-1.062406184;-1.697452921;0.699610001;-1.505901441;-1.379453391
-1.509784448;-1.181215757;-1.733914812;-0.684401255;-0.637961845;-1.775190183
0.754187052;0.724740783;-0.522272377;0.416986292;-2.294412775;-1.35204346
-1.471610325;0.262912019;0.58921088;0.373375556;1.225584307;-1.476799216
-0.730003548;-0.102725722;-1.557707314;2.40524912;1.137825671;0.259867804
-3.121542374;-1.242073991;1.631416468;2.687508517;-0.543606852;0.957154231
2.504808211;0.176005721;0.267008271;2.223361753;0.038773903;-1.120395611
2.291705933;-0.71947197;0.068761342;-0.767164033;-3.073191902;-0.601411898
0.36716666;0.893114894;0.523116852;1.36502555;-2.768989915;-0.060749816
0.342155391;2.31885924;3.029057661;1.445488776;-1.851564485;1.184346166
-2.385397461;-1.650999636;1.655347374;-0.290568332;-2.289151522;0.312892476
1.185865602;-0.133486399;0.707757142;-0.017702955;2.053977085;-0.979074846
2.282157457;-0.210040299;0.152264998;-1.821161621;1.207938016;-1.15084597
2.686353055;-1.346585099;1.807561285;0.139883418;0.471433747;0.438234115
1.273720096;-0.010548247;-0.40160211;-1.240829799;-0.429638899;1.804202503
2.113317092;1.872706048;-2.254452443;1.240768003;0.226870559;1.575288359
-2.955516385;1.580134504;-2.34957981;2.492426327;2.204600196;-0.855362802
-1.220334444;-0.574261549;1.788667034;1.791438627;1.526375646;-0.321697088
0.885891772;3.100198361;-1.166399902;0.222423205;-0.0860656;1.79825677
2.520953068;1.757705365;-2.290605825;-0.652386905;-0.932518441;-0.697812183
2.611869219;0.609564149;0.265816206;-0.948400397;-2.335855321;0.646936188
-2.573420337;0.3474603;0.782519955;1.365565402;-0.353695994;0.974949031
2.49698343;-0.05555356;-2.4135525;0.358621616;-0.471214391;-0.565126516
1.646341707;2.526859428;-1.280743179;0.603044517;-0.86743274;-0.828634167
1.687175282;-0.82951799;2.516171812;1.482900902;2.219564909;-0.293359186
0.350389854;-0.175004754;-1.903428263;5.079854691;1.290141564;-0.166792445
-1.763354948;-2.430008157;-1.547096778;-2.258136298;-0.805874895;1.738439225
1.261160917;-0.212290879;0.12020973;-0.134433589;1.501641976;-0.337499152
-0.757857274;-0.902905741;-0.265346372;-0.739305175;-0.633840381;1.047751826
-1.628037595;1.26284209;-0.36724883;1.895419171;-0.991765656;-2.896467824
0.631855087;1.73222488;-0.420510667;-0.82471627;-0.036927195;-2.324459353
-1.37115327;-2.09035956;-0.250991136;-0.876350066;0.593634003;-2.057051398
-3.826057673;0.061191653;-0.822448389;-0.273959999;1.15977789;-2.623384012
2.773131146;0.603146047;2.658611328;2.085154297;1.066976907;0.188097297
1.848335311;-0.524260628;3.107915456;0.735016461;-0.827548842;-0.695570522
0.805512248;-1.97129796;2.687316652;-1.620656458;-0.412431786;1.840344038
2.881465495;0.247586055;-1.334518753;2.170604813;1.038696618;0.321585199
2.052690019;-1.366736201;-0.770480205;1.501667174;0.533818895;-0.787922582
-3.550704289;-0.772659703;-0.980514652;-1.268050591;-0.894846611;2.05046381
-2.833034186;-0.631576987;0.290728701;-0.247021406;-1.653755879;1.962185224
-1.400911697;0.672489741;-1.237870995;-0.926641257;-1.125761234;-1.354798221
-3.194117551;-0.451558116;-0.41280283;-0.2156321;1.251719647;-0.883555586
-0.449844894;-1.483006685;1.189458229;0.033440487;1.2440768;-1.230009452
-0.999919412;2.458130526;2.566877642;-1.337763299;-2.297370699;-0.618026834
0.307493175;1.889669301;0.932228868;1.036407283;4.746384551;-0.188345685
-3.460649904;-0.440289172;-1.14019459;-0.547088405;1.49336811;-1.952751069
-3.311437378;0.574812983;-2.053438331;2.861425002;-1.766814207;0.476959849
-0.677052328;-2.449212694;-0.417211749;2.17701076;1.854794152;-1.319302768
-0.928592515;2.057618133;3.061156196;-0.626924555;-0.81726844;1.79674073
-0.584768822;-0.959741732;-1.291641072;-1.812665178;0.562177801;-0.312438985
-1.443805032;1.075256442;1.606251502;-0.781055754;-1.194596442;3.529079039
2.206169185;2.090712388;-0.726513753;0.530177901;0.33127037;-2.685408789
0.693992387;-0.379449886;-0.826297074;1.327174454;0.247264777;1.170509337
0.36484134;-0.270948428;2.483010507;1.448764871;0.152924301;0.583183059
2.015007569;1.427821158;0.944011532;-0.360955516;-0.386845151;0.359033725
1.192134624;0.572664236;-0.82542926;0.117652456;-0.28183614;-0.276597389
1.008302434;0.375237696;-2.082039626;0.348786768;3.396841104;-1.425732999
1.244272762;-0.25451513;-2.754350125;2.976266337;0.34632005;0.548774553
-0.038521267;0.876522159;2.294113011;-0.165748592;2.022439508;0.705199914
-1.015425495;-2.364232221;-0.185828301;3.130095519;0.697691469;1.686426507
0.259508057;-2.125946515;1.041243369;-3.902314923;0.155691343;-0.172087163
-3.067725834;4.349626983;-0.408480901;1.243523036;-0.361363934;1.047914118
-4.676052674;-0.153918833;-0.688637175;-0.712865928;-0.814638776;-0.314610582
-0.21120729;1.734353552;0.914366279;-0.334386125;1.75451764;0.527949711
-3.432676573;0.187585244;-0.051348596;2.039069949;-0.072113408;1.763178629
0.993333483;0.381767888;-1.220401841;-0.080126008;1.973358984;0.15911511
3.682470834;-1.431791409;-1.838026708;1.190421122;-0.145332771;-0.456355389
-0.306870949;-0.803400114;-1.759623022;-0.487639908;-0.329785199;-0.416409945
1.384190099;5.297363246;-0.270413722;1.989162071;-1.613921809;0.303921584
-0.283140899;0.98140808;-1.300982211;0.014488558;2.727776847;1.441875295
-3.421692752;0.21448279;-3.497854157;-3.269635335;-0.003085261;-2.310551131
-2.245280337;-0.827307256;-2.440863591;2.122060494;1.76383703;0.708898097
0.913243072;-1.419544605;2.131448018;2.434239557;-0.145195232;0.017767468
1.2621017;-0.38105425;-1.059545732;1.97808391;-0.718258985;0.546704311
-3.036523752;-0.312451648;-1.46322977;-0.942085686;-0.148217958;-1.068308859
0.0835071;-0.837973633;0.207094606;0.917706014;-0.071164017;2.213996299
0.818266306;0.889468458;0.347009749;-1.244676881;-0.107520941;1.066927773
0.857575428;-0.636910897;-2.767984455;-0.319085983;0.103360885;-1.884361946
-1.449179002;-0.585370522;-2.780058906;-0.351994588;2.007972881;-0.95958822
1.968906929;0.351940335;-1.005978196;-2.500504283;3.272724494;-0.851278819
1.198676935;-0.505075717;1.267986569;-0.447809056;-1.390611945;-0.073086878
2.136580433;0.902405986;-1.830649809;1.819539577;2.475521538;-0.417042844
3.101977369;0.547839744;0.320857494;0.421684154;0.83444944;-0.106272165
1.58055904;-2.476176568;1.477636219;2.62466693;-1.441531971;-1.205275977
0.706819497;0.013537411;1.705199849;3.812959567;-0.98110292;-0.406298959
0.393939314;-2.162328558;-1.096106654;-2.316900138;-0.199267577;0.107620358
-4.097461236;0.010029444;1.652370277;0.790821939;0.173737451;-0.219561366
-0.68393446;-4.896603343;0.943667483;-1.686415336;-1.019999165;-0.683973824
-0.881271275;-1.122939617;0.19365979;0.514292767;-0.314748213;-0.520069241
-0.11782792;-2.474300169;1.070935286;-0.63494555;0.480459497;-1.922470521
2.232608504;0.306985255;1.65550184;1.148477977;-1.704917142;1.042127737
-2.562902237;0.291053582;-1.604413034;0.673873833;1.637662695;-1.21810104
-1.004887997;-1.277507726;-1.563287293;-2.181803668;3.383724074;-1.489937597
1.448294962;0.058373778;-1.963222378;-2.383942021;0.2759215;-1.031312929
3.930903412;-1.389713018;0.068609087;-3.066137025;2.281634176;0.98082083
1.787610293;-0.781500233;0.195185788;-2.089755799;-0.010056958;-0.037173643
1.963630664;2.474967467;-0.460833398;-2.107242427;0.581983247;-1.023626683
-0.985037489;-0.738106359;-2.641828421;0.385138522;1.285661007;0.250302857
2.322397223;1.843910759;0.877932468;-1.493026172;-0.550516193;0.10737767
1.805926058;-1.477133171;-0.448932723;2.042325606;-1.484056691;0.528743999
0.195221652;-1.3131663;-1.109127142;-1.336705049;0.592053419;-1.207440011
-2.008782694;-0.076075954;3.1147583;0.634684596;0.478319187;-2.142290201
3.479695482;1.568635283;0.838136582;-0.757275407;1.615404994;-1.334659621
0.430259874;-0.369903213;-0.469778729;-1.567944537;0.093526479;0.813357497
-1.472069159;0.010400173;0.667533569;-0.9699741;-0.195835498;-0.421981238
0.064346941;-0.150888646;-0.651350797;1.077601354;0.03656217;-0.09491739
2.183784903;1.132065838;2.244379295;2.682670573;-0.383045921;-0.418215038
2.705742237;1.308700402;2.346167841;-1.464030082;-1.635325306;-1.410336482
-2.063003391;-0.252893691;-0.489996509;-0.846634643;-1.051391406;1.131269411
-0.520820708;-2.835931616;3.125520861;-2.604363405;-0.109040138;1.532038289
0.659159412;-1.571578276;0.701496377;0.106765778;2.542236847;0.200809747
2.338292324;1.864662144;1.649539398;0.8289825;-1.33212501;0.452495661
0.144747621;1.729211536;-1.043104791;0.72630662;1.075116335;-1.744687583
0.042221039;-1.886110524;-1.005929948;-1.356416229;1.408762249;0.326164949
-1.090958071;-0.874413566;2.154374766;-0.077972525;-3.582761873;-0.493698415
-0.488353212;1.267842053;0.337585357;-1.276769591;-0.454532474;3.32335128
5.631100235;1.712275569;1.200184194;1.958251006;-0.925054807;-0.161017109
0.19696842;-0.016998016;-2.695819484;0.758763962;0.202274246;-0.422949038
-2.195442237;-2.840437203;1.293278898;0.399050109;-1.698727507;-1.612874008
0.587393454;2.675347663;-1.255011269;0.772883611;-0.842766141;1.252570228
-1.193254131;0.401636793;-0.452935419;-2.403733351;1.515026715;-1.01822698
1.120649698;-1.258177657;1.183786008;0.675103434;1.358446523;-0.056694206
-0.654546158;-2.245107196;0.341791535;-1.730877285;0.481508936;0.91897771
-0.684693745;-0.286269331;0.107792761;1.169488843;-1.240196103;-1.036694034
-1.492166475;-0.403800459;0.607403712;0.140293936;1.103961134;-1.257993319
1.738721895;-0.094500929;1.379268928;0.51536617;0.363770952;-0.071026562
-1.418385112;-1.054081816;-0.801441626;-1.697019994;1.437513735;-0.055717466
-3.347087538;1.735719858;-0.76057235;1.409361427;0.116528173;1.0655371
1.546639387;-0.945575073;-1.208303555;-0.648387849;0.916406219;0.026803857
-0.510691248;-0.59251817;0.189918524;-0.880372871;0.938764396;0.574357728
-2.675950145;5.022072951;-0.028165565;2.814726028;1.16308316;0.105909123
3.505769647;2.978664627;0.139588171;0.256014959;1.287367633;-0.021495799
3.314504695;-2.262988388;2.572191606;3.146518839;-0.732146099;-0.944349025
0.494278054;1.351217242;-4.408675799;-1.643292109;-2.409945733;-1.72861793
-1.055596526;0.309452205;-1.412653322;-0.5604386;-1.337854308;2.108174193
1.058837379;-0.814243208;-0.576509829;0.889460322;-2.894689304;-0.339893159
-0.560739246;0.847348786;-1.078901125;-1.481188413;2.227895873;-1.347653857
2.061204735;1.529440374;-1.241809488;0.068255419;-2.425487166;-1.552284533
0.389102417;0.706665193;-1.350961884;0.590359809;1.331820716;-1.087728321
-4.439030233;-0.637881155;0.380965745;-3.309261769;-1.643574332;-0.174774017
0.331239759;0.629871551;-0.284263302;-1.38402607;-0.771429095;1.285445694
0.426194376;-0.00875741;2.208781902;-0.956896349;1.539299857;0.070167485
-1.314138762;0.143947739;-3.912033471;-2.150918703;-1.233419833;-1.5855642
-0.555273827;-0.411320322;1.75761126;2.919768165;0.154038929;1.923507197
-1.705292666;2.781257254;1.871923452;-1.148479098;-1.725267092;-0.67053885
-0.339992485;-1.496097256;0.178696666;-0.531723361;-1.424019423;-0.322534256
1.357461374;-1.739540783;-2.750607775;0.414894024;0.619675135;-1.058482869
-0.341995586;0.981985282;-2.152488917;-0.496194976;-1.319435249;-0.652887616
2.665180418;-0.481519869;-0.505888717;-0.77970651;1.314125568;-2.925958271
0.683027835;0.367669385;-0.222518908;1.150910258;1.459663138;-0.341506506
-1.540214586;-0.318159667;-1.478757765;-2.862716743;0.384432698;1.129111624
-2.518105241;-0.022684721;-3.049939321;-3.034251856;-1.943781662;0.843780632
-1.156892588;-0.485128882;-1.03233546;1.099556535;-0.308610608;0.780301944
0.248079749;0.463316042;-3.0075362;-2.209185603;1.338525217;-0.251777493
-2.525571184;0.166139661;1.143451231;-2.952461364;-0.386333796;-1.017502133
-1.543862616;-0.414558892;-0.069419651;0.461696383;0.328344389;-0.452095394
-0.780454706;-1.349753161;-1.996376969;-2.201996732;-2.020231021;1.727377325
-2.929071681;1.036220796;2.250794079;0.158011148;0.098920426;0.866817549
1.560833852;2.747137738;0.497399633;-0.94380462;-0.575235855;0.217759297
-1.737613326;0.148942017;-0.533846977;-0.83970439;-0.701885344;-1.01134414
2.216879525;0.186122633;-0.998249692;-1.930873773;0.144791101;-1.430106845
-1.757944613;0.295463692;-1.062568094;3.523851551;0.824934401;-0.450950973
-0.70199097;-2.300554996;0.782083779;-2.629518038;-0.308807413;-2.944677403
-3.918663295;0.972846593;-0.207197909;-0.929764199;0.219672658;0.652838595
-1.046892005;-0.135206915;0.784726025;-0.178229028;1.728888004;0.695127735
-2.645525063;-0.455918359;0.558225129;-1.449784781;-1.566844806;-1.970667582
-0.701126597;-2.056592128;1.392382003;1.161250496;-0.89910833;0.810804586
-1.115623367;0.59133991;0.122762395;0.051175428;0.575434184;-0.700373291
2.944149682;1.842767649;1.074445951;-1.589971052;1.990068684;-0.572511356
-1.491591924;0.794057329;1.742025079;0.539095149;0.577079582;-0.005752057
0.791000173;0.433300606;0.567254951;-0.254977251;-1.866203616;-0.117708585
0.777115082;-1.179573625;-1.86700293;-2.678450844;1.626385525;-0.229603555
0.863717617;1.850820826;1.615282279;1.486345332;1.065780257;-0.398960832
-4.256492404;1.006670577;-0.56661635;-1.470373038;-2.415529978;0.639914686
-0.783396799;0.592467349;-0.943397508;-0.485538672;0.710350051;0.230426002
-0.730385907;-0.257811106;0.182295509;2.089307356;-0.579978122;0.410316285
0.162272985;1.078221245;-1.889951671;-0.749412162;-0.983669651;-0.290931776
-0.254428186;-1.562548654;-3.083152245;0.152398705;-0.863806812;1.271097673
-0.192580001;0.878495793;-1.086789858;1.513406699;-0.64865758;0.472151589
-0.635650782;0.578315192;-3.349614849;0.210315713;0.73059572;-1.166485837
-0.930922001;1.245502325;-1.357577353;-2.232264914;-0.378427222;-0.808622327
-2.613887431;-0.610818565;0.226678388;0.688824315;-0.685052232;0.441040714
-0.140555854;2.569232337;0.865896095;0.919977217;2.817965775;0.805643935
-1.120097307;-0.998057484;1.849615834;-0.149090614;0.217223815;-1.405340655
1.124520717;-0.76635803;1.957501291;1.902389866;0.183518076;-0.298153627
0.451350741;-1.308956037;-1.156819148;0.398938806;0.30703589;-0.185118028
2.159139505;-0.543507423;4.142495362;-1.67252191;-0.899630339;1.755291149
-1.591730088;-1.537771945;-0.385365795;0.400449013;0.366763721;1.279731941
-1.164464721;-4.025948998;-2.008705238;2.780795891;0.587747791;-0.004191595
2.924399192;-1.247291211;4.118042582;-1.01944141;-0.721596137;-2.21765658
-2.006772437;0.369909078;1.447707788;-1.906490375;0.266048886;-1.321376823
0.738358056;3.586736445;1.246757141;2.371451051;0.823218539;-1.492869052
1.914911224;-1.594473471;-1.480025482;1.264300352;-1.128072874;0.266154591
-2.633013148;2.098400664;2.006768373;0.774956143;0.21160543;-1.02040332
0.368709735;3.967076256;1.103800909;0.980243658;0.19481434;-1.043971613
0.313599347;1.157484032;0.49608582;3.568081078;-1.863601836;0.480090931
0.877095631;-1.700390054;-2.36680149;1.630735744;-0.537348027;-0.165379351
3.965532461;-2.233342304;0.028163541;0.173365703;-2.299440334;-1.812805076
-0.113458391;0.227675589;-1.147032703;-0.243528387;2.193708734;-1.474515499
-1.105914968;0.698898554;2.446319463;-0.143851954;-1.09710527;-0.039263285
-2.535447924;1.742050331;0.01893331;-0.477432733;-4.03116872;0.268108686
2.652010904;-0.680873807;-1.84572249;2.063063964;1.031083519;0.972430667
-1.593151865;-2.095167367;-1.5292804;-1.660073415;2.204387426;0.941697499
-0.865621502;-0.547238882;1.75426412;-1.679313367;1.65419265;-0.606019657
-3.037341658;0.771068417;-0.702477856;0.591259046;2.450908644;0.997988548
-0.358242822;-2.456915211;1.798650329;1.594839731;-1.372427929;0.62995764
-1.785390902;0.887925322;-0.719075035;-0.263114604;-0.605218988;0.476165896
-0.453673344;1.403879757;1.490916022;-2.290920555;0.698007704;-0.23298549
-0.389201815;-2.403160808;3.311879281;-1.423460854;0.68808057;0.530948661
-0.001205537;3.785758054;0.086325259;1.88551788;0.150775903;-0.592682791
0.618299263;0.072687141;-0.089900329;1.500646245;-0.799599496;-0.048480284
-2.366019603;-0.679727814;-0.016689309;-0.01029423;-0.021584192;-1.366749578
0.266620757;-2.112049352;-1.746774246;-2.034452117;-0.713091398;-0.394531205
1.807594511;-2.528003971;-0.374273941;-0.463696658;-0.589032825;-0.197639706
-1.334287557;-0.323119863;1.389755349;0.453410722;-1.196026876;-1.170721406
2.879967443;1.57885942;-2.152938759;1.993719761;1.046304172;0.347609242
3.86674458;-0.763576074;-1.76001973;-1.884607424;2.410864906;1.646165
1.943437558;0.370149145;-2.204922391;2.15581744;-0.239158877;-0.839120876
-1.262292781;0.464301931;0.297726865;-0.927425286;-1.028979052;1.551301165
2.436412407;-2.186005857;-2.381875769;-2.809480736;-1.59121954;-0.371023529
0.820134965;-1.513516673;0.132975554;-1.245028745;0.011724565;-0.736861389
1.546655634;-1.101612731;2.777414536;0.352160467;0.679566607;-0.314662272
1.233808233;-1.527852117;-0.830753435;-0.450378017;0.617593162;0.557877948
2.201609582;2.493245885;1.008895089;-2.750120967;-0.099902201;0.21070155
0.079308066;1.347706969;-0.75627818;0.402760148;-1.729266747;0.287910824
-0.570751841;-1.381320194;0.64024191;-0.492286112;0.115363519;-0.313849748
0.5723357;1.94986412;0.291144294;-0.620067689;1.631726096;-0.979842232
1.054963631;-1.140063691;-0.144265381;-0.374371363;0.832982674;1.591897593
-0.136381556;0.056435948;-1.236122096;0.599789688;0.278134601;-0.251082867
-0.048480871;-2.883331615;-1.739093533;-1.21795098;1.859252946;-1.390912628
-0.611146677;-1.150100755;-0.771222279;0.270448604;-2.21702825;-1.074642109
0.262315822;0.434363305;2.426238122;-1.245596101;-0.120690918;-0.340106479
-0.362933349;-2.663169148;-2.337448535;0.631419687;-0.582152462;-0.523125293
2.565650985;0.695391946;-1.602055653;0.138433941;-1.415980598;-0.575802661
-0.293994487;-1.546027397;-0.261754526;-1.362946885;-3.855779065;-1.027172914
-0.356809807;-0.441963879;0.111715155;2.158908706;-0.165791546;0.478418225
2.076840834;-1.248101126;0.142614804;-0.960811227;0.533990045;-1.417342395
1.1380722;0.34452456;0.687918451;0.92931082;-0.025422734;1.782120195
-2.314114354;0.339881102;-0.226845904;-3.766687934;2.341730139;-1.221719831
-0.196046454;-0.985356601;1.837220573;-2.965218761;-1.279786186;-1.525502445
1.919188924;-1.096317012;0.817601026;1.248305797;0.796830268;-0.150397596
0.536107818;-0.220710111;1.23029304;-0.693219351;-0.360437855;0.654461002
-2.560356796;1.829802452;-0.344643876;-0.426082795;0.234994928;-0.345860227
0.541991569;-0.433291672;-0.396000347;0.915757054;-0.710860088;1.377270677
0.040561969;-0.401689392;-3.840214148;-1.52687388;-3.642635078;0.523752432
-0.978115708;1.205635573;0.511159799;-0.995447236;0.749566553;0.880205874
-0.866497278;-1.696939141;1.018912404;-0.05930308;2.198387216;0.185114002
-1.37080929;-0.588577879;1.783276405;-1.241629997;-1.685294044;1.409211551
-0.802352031;-5.10671721;0.322157804;0.074937657;-0.28343727;-0.226181349
0.588109633;0.792769505;-2.617920121;2.20252684;0.689366389;0.083790851
-0.022432041;-1.25843657;-0.961768177;0.388286803;-1.797618288;-2.238908477
2.444350541;-0.399836124;-3.186463194;-1.812089304;1.74278532;-0.100672727
0.817399922;5.007283032;0.226308644;1.64939665;1.03540785;-0.185817817
2.937126854;0.529591039;0.585748376;-2.681200415;-2.47288026;3.229875452
-0.65326049;-0.209448662;2.347854177;1.312650091;-0.141172494;0.296133605
-0.730949451;3.072320098;1.361440546;1.402110707;0.63449803;-0.9537448
-1.444770558;0.94884367;1.306442163;0.031272044;-1.784997869;1.133272809
-1.387050903;0.316128357;-0.843757424;1.380452574;0.878719413;0.225468177
-0.500173558;-0.380799485;-0.290324131;-0.409460434;-1.435158696;0.162908751
0.975805388;0.951224377;1.06929963;1.972953231;1.397530336;-0.103562868
-1.217542527;1.455273813;-0.05286334;-0.770876886;-1.754093279;2.352180235
0.020800199;1.923514325;-0.341769513;-1.834898768;-2.086981715;2.225902326
1.837693357;-2.045766733;3.066058552;2.300157446;0.294140657;-0.221454934
-0.345488139;1.081384551;0.731740102;1.340207905;0.349561635;0.516415831
0.001751338;-3.114046102;0.557409939;-1.401242979;0.421273818;0.196845611
2.506966156;-1.851821234;0.203841021;1.381380159;-2.939158925;-0.506298369
1.754217917;4.382618953;0.772317073;-0.123664424;-0.994161641;-0.498040871
-2.117751754;-0.514710195;-1.525882012;-0.429571961;0.799144496;-0.917203667
3.922695202;-0.405027329;1.294514461;0.370228294;1.179615883;0.814819023
1.843845667;-0.226622494;0.703272602;-0.227889453;2.532728793;0.09620095
-1.248911206;-2.267860413;0.356550372;-2.178195668;-0.836147261;0.913289339
-1.050920761;1.603014024;0.701343985;0.996400342;0.982284252;-0.003757961
0.821554996;-4.103179422;0.055147327;0.694942783;-0.055022532;2.788417868
0.512788098;2.757734287;-2.934993623;-0.611631331;0.407175867;-2.151759669
2.016474952;-0.103048699;-0.520306003;0.125037909;0.758167084;-3.294812305
2.21493774;0.375265821;-0.775062903;0.089312866;0.587889358;0.743463584
1.527599624;1.983266422;-0.540375178;2.832235466;-2.339586859;-2.101099988
-1.224558048;-0.967007154;-0.738392728;2.248081423;-1.859574154;-0.162176952
-2.25731696;-0.009576664;1.108861626;0.211859734;-0.993010443;0.002370381
1.887585083;0.455980987;-1.305178651;-1.522362846;-0.20215815;0.411291829
1.653222202;-1.111098501;1.830070374;2.236285021;-1.230274507;-1.704739153
0.060196489;0.806975958;0.304419416;5.254295353;3.234921742;-1.257127046
-3.049702936;0.449944251;1.520551707;-1.436678627;0.583407537;0.141318281
-0.218674466;-0.056785863;-0.130246955;2.150840366;-0.086342227;2.210310739
-2.484185003;-2.55077394;-1.36212063;0.658773119;-1.497671943;-0.352183602
0.347933845;-0.612862405;0.176318081;-1.87488773;2.556534073;-0.694941548
0.943902642;-2.171020639;-0.564566322;-0.330920315;-0.144900215;0.577793642
1.073278238;2.868252384;-1.933931743;-0.190885088;-1.232437301;1.232875499
1.175494611;4.397684616;3.185565515;-0.837754322;2.606521569;-0.052692548
2.470380822;-1.310345182;-1.350528234;2.234411244;2.389614561;-0.448438611
-1.458185028;-1.155346622;-0.203698251;0.383091616;1.329385487;-0.57564974
-1.986045472;-2.096926076;0.313107899;-1.259135847;-0.2967826;1.781100637
-0.237640963;0.299277887;0.791235606;1.279650016;-1.240498966;-0.86755856
-2.714303675;-1.609399444;-0.32679252;0.332063603;-1.210215005;-1.622112708
1.478280541;-1.143456333;0.129179548;-0.490359468;1.257611223;1.482173038
-2.523107607;3.12523126;1.519483246;2.183142782;-2.498241023;-1.026468769
2.356077832;-0.835977988;-0.958158642;-0.104017622;2.854182955;0.859563967
-0.688440449;0.722082361;-0.247356495;-1.187569182;0.88023839;3.249899141
3.692979387;0.391475789;-0.762889514;-0.075869171;-2.568644278;1.650121352
2.800752692;1.11846161;3.275434242;0.962140571;-0.862054191;0.179446435
1.888514042;1.109445479;-0.046981328;0.545677371;0.635681468;0.363283729
-0.60826279;-1.788022747;-0.404413173;3.677576814;1.179525452;-0.398538881
