PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15
-3.402590393;0.890336114;1.001251495;0.577902505;0.44827922;-0.135533913;0.252713129;0.578344211;0.046625596;-0.014214696;1.152666316;0.361260806;0.60940241;-0.603711347;-0.136879738
0.20094366;0.368945126;0.049289371;1.954601975;0.311553258;0.10014896;-0.0123517;0.763954246;-0.30702102;1.13726695;-0.102350085;0.331254232;1.08122153;-0.546474281;-0.01659694
-1.168214788;0.614680429;-0.246956695;0.903226551;0.410798671;0.166817482;0.394842496;-0.011449013;-0.542930588;0.34793403;0.037885592;0.720772147;-0.353874721;-0.631440505;0.15147416
1.140791877;-0.202715833;0.068000512;0.765774858;0.181863645;1.252499343;-0.862267298;-0.862918333;1.434582559;-0.194751471;0.399382361;0.007341091;-0.039668548;-1.757963373;-0.039603992
-3.010477972;-0.653803833;-0.621249552;-0.364121226;0.662714271;0.145007048;-0.378583566;0.466592039;-0.972426745;0.077798901;-0.148959098;0.924272265;-0.278595847;-0.082475697;-0.111848951
-4.26095724;1.068803903;-0.027979914;0.01646558;-0.42182876;-0.665366964;0.445583884;0.562294836;0.208508271;-0.462078165;0.04193971;0.849656125;-0.115003102;0.251633182;0.156425928
-0.343261466;0.300314274;0.688035756;0.81402056;-0.397017173;0.482081674;-0.067692024;1.072426045;-0.611607889;0.077026262;0.24003384;-0.452058429;-0.125046513;-0.302145439;-0.25203517
-0.299687139;0.778935648;-0.550343393;0.763017287;-0.364740093;-0.189754875;0.684210392;-0.713840337;0.560179365;-1.319943774;0.604420491;-1.276270319;-0.16200508;-0.358720179;0.163369649
1.500427619;-0.958486726;0.004569284;-0.085227795;-0.095749071;-0.19197826;-0.821854808;0.073096329;-0.068437086;0.852824877;1.841936409;-0.073455853;-0.273225984;1.601832646;0.009341891
1.258746066;0.260916054;-0.382571269;0.50275447;-0.020488554;0.643071991;0.373050948;-0.007129709;0.516712718;0.424623361;0.4491883;0.570482737;-0.019446742;0.121811786;-0.022390826
-6.271802568;-1.290390481;0.258044305;-0.924298759;-0.125012334;0.074857473;-0.460199601;-0.359172804;0.612447079;-0.077455195;-0.366737154;-0.880133904;0.706919534;0.215347878;-0.288898475
-1.753052504;-0.196716312;-0.113676456;-0.354174915;-0.334794356;-0.044340344;0.014677197;0.446079582;-1.046868885;0.308396015;-0.829085436;0.450936998;0.222486868;0.171215462;0.130691707
-5.809210596;-0.762499385;0.922954699;-0.861248794;0.401415074;-0.196630115;0.119059778;-0.16494458;0.76427281;0.323534872;0.170335332;0.222159354;0.392949357;0.82780721;-0.206745082
-0.715822919;-1.34717794;-0.306706819;-0.068035912;0.639484302;0.460403771;-0.197286199;-0.535202674;-0.785046669;-0.443371175;-0.311378972;0.843790443;1.342590159;0.118106718;-0.150036358
-2.378770332;1.015075809;0.691982246;-0.614695554;0.587404877;0.877451858;-0.875329622;-0.894708586;0.622412262;0.760514461;0.206396482;-0.504361499;-0.6282853;0.647186122;-0.350465047
-6.2165604;0.495764302;0.029027277;0.281758436;0.427085239;-0.362695293;0.863544936;0.066426606;-0.027285787;0.397832898;0.921874167;0.052467604;0.67099296;0.393498951;0.175994996
-2.253400123;0.340983956;-0.135979896;0.061321849;1.138720502;-0.285857064;-0.482250645;-0.125313117;-0.700466356;0.001840641;0.608874802;-0.75737395;-0.185048115;0.224751722;0.002967111
-0.509979005;-1.054452147;0.379485178;-1.569589576;-0.914285586;0.093957721;-2.287320185;0.197126343;-1.720252945;-0.342405041;0.814578821;0.082166087;-1.651209491;-0.823566736;-0.051822315
1.26176439;-1.017473734;-0.773821221;-0.59029144;0.178311785;0.040443725;-0.300403236;0.177668162;-0.70921223;-0.456867627;-0.174667116;0.698900244;-0.417951668;0.293732744;-0.051743099
5.53771203;0.16753063;-0.009641476;0.929327012;1.290151271;0.508175224;0.661118744;0.697120238;0.065988069;0.545502535;-0.036295276;-0.322388223;1.009700209;0.005910027;-0.013627619
-2.300208671;-0.295613383;-0.601124005;0.144749137;-0.066306087;-0.286478646;-0.952110881;-0.313801589;0.468985068;-0.694657114;-0.024393939;-0.400213368;0.21779189;0.348312841;0.12651986
-0.305125928;-0.025008113;0.152986057;0.490976676;-1.246955457;-0.171458445;0.80280852;-0.77306451;1.784938904;0.144841593;0.796222853;0.254625864;-0.485144542;0.86683471;0.047917222
1.023776381;0.025622995;-0.922860036;0.118952823;0.068075478;-1.151404509;0.661564967;0.331773394;0.421448188;1.023529295;-0.216990448;0.863043528;0.645960274;-0.410845638;-0.033545298
